Time,OER,Perm,CO,H2,CO2,SWS,OEF,CAF,WP,BGC,BGI,TCT,TP1,TP2,TP3,TP4,OEP,CWP1,CWP2,TPD,HWP1,HWP2,AWS,CWT,HWT,TTEN,TTWS,TTWN,TTES,TTDT,DC,BT,Set_CI,Actual_CI,Last_CI,Label
2017-11-01 00:26:28,3.6044,19.099,24.53,2.03,21.72,246,14307,29.03,131,6838,69.4,2274,227.3,227.3,227.3,227.3,1.468,0.3897,0.3864,151.9,0.3792,0.3754,271,190.0,1178.7,194.2,205.8,187.8,209.9,154.6,2.786,8.667,43.0,17.21,43.32,0.0
2017-11-01 00:26:38,3.58857,19.018,24.53,2.03,21.72,245,14203,28.906,130,6818,69.21,2272,227.3,227.3,227.3,227.3,1.467,0.3902,0.3869,152.0,0.3793,0.3756,271,190.1,1179.6,195.1,206.8,187.3,210.3,154.1,2.802,8.667,43.0,17.31,43.32,0.0
2017-11-01 00:26:48,3.60781,18.994,24.53,2.02,21.72,245,14293,28.94,130,6826,69.28,2275,227.3,227.3,227.3,227.3,1.466,0.3905,0.3872,152.4,0.3797,0.3759,271,190.1,1180.8,196.4,207.8,186.9,211.2,153.9,2.806,8.667,43.0,17.49,43.32,0.0
2017-11-01 00:26:58,3.59397,18.855,24.53,2.01,21.72,246,14291,29.065,132,6852,69.54,2277,225.4,225.4,225.4,225.4,1.465,0.3906,0.3873,154.2,0.3796,0.3759,272,190.1,1182.6,198.2,209.0,186.6,212.4,153.8,2.812,8.667,43.0,17.6,43.32,0.0
2017-11-01 00:27:09,3.59992,18.968,24.53,2.01,21.72,246,14300,28.989,131,6838,69.41,2278,226.8,226.8,226.7,226.7,1.464,0.3905,0.3871,152.9,0.3796,0.3758,272,190.1,1184.0,200.3,210.2,186.5,213.9,153.9,2.803,8.667,43.0,17.75,43.32,0.0
2017-11-01 00:27:19,3.57783,19.212,24.53,2.0,21.72,247,14243,29.154,134,6861,69.64,2280,227.9,227.9,227.8,227.8,1.465,0.3903,0.387,151.6,0.3795,0.3757,274,190.1,1186.3,202.8,211.4,186.2,215.7,154.2,2.77,8.667,43.0,17.92,43.32,0.0
2017-11-01 00:27:29,3.58029,19.365,24.53,2.0,21.72,247,14303,29.221,135,6879,69.82,2283,228.9,228.9,228.9,228.9,1.469,0.3905,0.3872,150.8,0.3797,0.376,275,190.1,1187.5,205.1,212.7,186.0,217.4,154.7,2.748,8.667,43.0,18.06,43.32,0.0
2017-11-01 00:27:39,3.5808,19.505,24.53,1.99,21.72,248,14324,29.288,136,6896,70.0,2285,229.6,229.6,229.6,229.6,1.477,0.3907,0.3874,150.1,0.3798,0.3761,275,190.1,1188.9,207.2,214.3,186.2,219.2,155.3,2.728,8.667,43.0,18.22,43.32,0.0
2017-11-01 00:27:49,3.59711,19.515,24.53,1.98,21.72,248,14404,29.257,136,6892,69.95,2287,230.2,230.2,230.2,230.2,1.482,0.3908,0.3875,149.8,0.38,0.3763,275,190.0,1190.5,209.2,216.1,186.8,221.1,156.1,2.731,8.667,43.0,18.36,43.32,0.0
2017-11-01 00:27:59,3.59604,19.543,24.53,1.98,21.72,248,14437,29.309,137,6906,70.1,2289,230.1,230.1,230.1,230.1,1.485,0.3909,0.3876,149.9,0.3801,0.3764,276,190.0,1191.9,211.0,217.8,187.7,223.2,156.9,2.722,8.667,43.0,18.5,43.32,0.0
2017-11-01 00:28:09,3.61123,19.415,24.53,1.97,21.72,248,14482,29.291,137,6901,70.05,2291,229.4,229.4,229.4,229.4,1.488,0.3911,0.3878,150.8,0.3803,0.3766,276,190.0,1193.0,212.9,219.6,188.9,225.0,157.8,2.737,8.667,43.0,18.64,43.32,0.0
2017-11-01 00:28:19,3.615,19.355,24.53,1.97,21.72,248,14489,29.291,137,6902,70.05,2292,228.8,228.8,228.8,228.8,1.491,0.3911,0.3878,151.4,0.3802,0.3764,276,190.0,1194.2,215.2,221.6,190.6,226.9,158.8,2.745,8.667,43.0,18.78,43.32,0.0
2017-11-01 00:28:29,3.63435,19.208,24.53,1.96,21.72,248,14529,29.242,136,6889,69.92,2293,228.2,228.2,228.1,228.1,1.493,0.3911,0.3878,152.1,0.3803,0.3766,276,190.0,1195.1,217.5,223.8,192.7,229.0,159.9,2.765,8.667,43.0,18.88,43.32,0.0
2017-11-01 00:28:39,3.62956,19.142,24.53,1.96,21.72,248,14516,29.266,136,6888,69.91,2294,227.7,227.7,227.7,227.7,1.496,0.3911,0.3878,152.6,0.3803,0.3765,276,190.0,1196.7,219.4,226.1,194.9,230.8,161.1,2.772,8.667,43.0,18.95,43.32,0.0
2017-11-01 00:28:49,3.64392,19.115,24.53,1.95,21.72,248,14600,29.23,137,6892,69.96,2296,227.2,227.2,227.2,227.2,1.498,0.3911,0.3878,153.1,0.3802,0.3765,276,190.0,1197.4,221.0,228.4,197.0,232.2,162.2,2.774,8.667,43.0,19.03,43.32,0.0
2017-11-01 00:28:59,3.6101,19.119,24.53,1.95,21.72,249,14543,29.391,139,6927,70.31,2298,226.2,226.2,226.1,226.1,1.5,0.3908,0.3875,153.9,0.3799,0.3762,278,190.0,1198.1,222.6,231.1,199.5,233.4,163.4,2.757,8.667,43.0,19.13,43.32,0.0
2017-11-01 00:29:09,3.61439,18.949,24.53,1.95,21.72,249,14532,29.379,139,6921,70.25,2298,224.8,224.8,224.7,224.7,1.502,0.3907,0.3874,155.0,0.3798,0.3762,278,189.9,1199.1,223.6,233.6,201.5,234.3,164.7,2.78,8.667,43.0,19.24,43.32,0.0
2017-11-01 00:29:19,3.6367,18.857,24.53,1.94,21.71,249,14605,29.361,139,6915,70.19,2299,223.8,223.8,223.8,223.8,1.504,0.3905,0.3872,155.7,0.3795,0.3756,278,189.9,1200.0,223.4,234.7,202.5,234.2,165.9,2.787,8.667,43.0,19.35,43.32,0.0
2017-11-01 00:29:29,3.62449,19.145,24.53,1.93,21.69,249,14614,29.44,141,6934,70.38,2301,225.0,225.0,225.0,225.0,1.506,0.3899,0.3866,153.8,0.3788,0.3749,279,189.9,1200.7,222.0,234.1,202.4,232.6,166.9,2.743,8.667,43.0,19.47,43.32,0.0
2017-11-01 00:29:39,3.65793,19.359,24.53,1.93,21.69,248,14663,29.273,139,6904,70.08,2301,227.5,227.5,227.5,227.5,1.508,0.3896,0.3863,151.2,0.3787,0.3749,278,189.9,1201.1,219.1,232.0,201.2,229.3,167.5,2.727,8.667,43.0,19.57,43.32,0.0
2017-11-01 00:29:49,3.66572,19.64,24.53,1.93,21.69,248,14670,29.198,138,6894,69.97,2301,230.0,230.0,229.9,229.9,1.51,0.3895,0.3862,148.7,0.3787,0.375,278,189.9,1201.8,215.5,229.3,199.5,225.1,167.5,2.701,8.667,43.0,19.67,43.32,0.0
2017-11-01 00:29:59,3.68348,19.858,24.53,1.92,21.69,248,14763,29.273,138,6902,70.06,2303,231.9,231.9,231.8,231.8,1.513,0.3899,0.3866,147.2,0.3791,0.3754,278,189.8,1202.5,211.7,226.5,197.8,221.1,166.9,2.678,8.667,43.0,19.75,43.32,0.0
2017-11-01 00:30:09,3.66143,19.836,24.53,1.91,21.69,248,14701,29.313,139,6907,70.11,2303,231.9,231.9,231.9,231.9,1.514,0.3904,0.3871,147.6,0.3795,0.3759,278,189.8,1203.2,208.2,224.1,196.2,217.6,166.1,2.683,8.667,43.0,19.85,43.32,0.0
2017-11-01 00:30:21,3.66732,19.597,24.53,1.91,21.69,248,14711,29.249,139,6908,70.12,2304,230.4,230.4,230.3,230.3,1.517,0.3907,0.3874,149.4,0.3798,0.376,278,189.8,1203.6,205.0,221.7,194.8,214.1,165.1,2.708,8.667,43.0,19.94,43.32,0.0
2017-11-01 00:30:31,3.66978,19.385,24.53,1.91,21.69,249,14757,29.398,140,6931,70.35,2306,227.9,227.9,227.9,227.9,1.521,0.3904,0.3871,151.5,0.3796,0.3758,279,189.8,1204.1,202.5,219.6,193.6,210.8,164.1,2.724,8.667,43.0,20.02,43.32,0.0
2017-11-01 00:30:41,3.67079,19.278,24.53,1.9,21.69,249,14773,29.431,141,6936,70.4,2307,226.5,226.5,226.5,226.5,1.523,0.3899,0.3866,152.6,0.3791,0.3753,280,189.8,1204.8,200.8,217.9,192.8,208.2,163.3,2.729,8.667,43.0,20.12,43.32,0.0
2017-11-01 00:30:51,3.67782,19.248,24.53,1.9,21.69,249,14776,29.328,140,6922,70.26,2307,226.3,226.3,226.3,226.3,1.528,0.3897,0.3865,152.4,0.3787,0.375,280,189.8,1205.0,199.8,216.5,192.4,206.0,162.7,2.732,8.667,43.0,20.19,43.32,0.0
2017-11-01 00:31:01,3.6885,19.232,24.5,1.9,21.69,248,14812,29.301,140,6917,70.21,2307,226.3,226.3,226.3,226.3,1.531,0.3896,0.3863,152.4,0.3787,0.3749,279,189.8,1205.4,199.4,215.4,192.2,204.6,162.3,2.735,8.667,43.0,20.29,43.32,0.0
2017-11-01 00:31:11,3.69558,19.369,24.53,1.89,21.69,249,14891,29.407,142,6939,70.43,2310,226.4,226.4,226.4,226.4,1.533,0.3891,0.3858,151.8,0.3782,0.3744,281,189.8,1205.9,199.3,214.6,192.2,203.9,162.1,2.708,8.667,43.0,20.36,43.32,0.0
2017-11-01 00:31:22,3.51126,19.353,24.53,1.89,21.69,248,14062,29.271,140,6888,69.92,2295,226.9,226.9,226.8,226.8,1.536,0.389,0.3857,151.3,0.3782,0.3745,280,189.8,1206.1,199.2,213.9,192.5,204.1,162.1,2.736,8.667,43.0,20.48,43.32,0.0
2017-11-01 00:31:32,3.52943,19.441,24.53,1.88,21.69,248,14115,29.283,140,6885,69.89,2296,227.7,227.7,227.6,227.6,1.538,0.389,0.3857,150.5,0.3782,0.3744,280,189.8,1206.6,199.2,213.1,193.0,204.8,162.2,2.726,8.667,43.0,20.61,43.32,0.0
2017-11-01 00:31:42,3.71561,19.438,24.53,1.88,21.69,247,14857,29.165,139,6891,69.94,2308,228.4,228.4,228.3,228.3,1.538,0.3891,0.3858,150.0,0.3784,0.3747,279,189.8,1207.3,199.4,212.6,193.5,205.8,162.4,2.718,8.667,43.0,20.69,43.32,0.0
2017-11-01 00:31:52,3.7237,19.398,24.53,1.87,21.69,246,14808,29.024,136,6856,69.59,2306,229.0,229.0,229.0,229.0,1.539,0.3893,0.3861,149.5,0.3785,0.3747,277,189.8,1207.3,199.8,212.1,194.0,206.8,162.6,2.735,8.667,43.0,20.76,43.32,0.0
2017-11-01 00:32:02,3.72099,19.529,24.53,1.87,21.69,247,14895,29.207,139,6898,70.02,2310,229.4,229.4,229.3,229.3,1.541,0.3897,0.3864,149.5,0.3789,0.3751,279,189.8,1207.9,200.4,211.2,194.5,207.5,162.8,2.71,8.667,43.0,20.87,43.32,0.0
2017-11-01 00:32:12,3.55472,19.551,24.53,1.87,21.69,248,14253,29.307,141,6900,70.04,2300,229.3,229.3,229.2,229.2,1.542,0.3898,0.3866,149.9,0.3792,0.3755,280,189.8,1208.2,201.1,210.2,195.1,207.5,162.9,2.717,8.667,43.0,20.96,43.32,0.0
2017-11-01 00:32:22,3.51719,19.422,24.53,1.86,21.66,248,14089,29.322,141,6892,69.96,2298,228.1,228.1,228.1,228.1,1.544,0.3899,0.3866,150.9,0.379,0.3754,280,189.8,1208.6,201.0,209.2,195.7,207.4,163.1,2.734,8.667,43.0,21.06,43.32,0.0
2017-11-01 00:32:32,3.63322,19.212,24.53,1.86,21.66,248,14559,29.31,140,6901,70.04,2305,226.7,226.7,226.8,226.8,1.544,0.3899,0.3866,152.5,0.3792,0.3754,279,189.8,1208.6,199.9,207.5,195.9,206.2,162.5,2.75,8.667,43.0,21.14,43.32,0.0
2017-11-01 00:32:42,3.69667,19.145,24.53,1.86,21.66,248,14826,29.225,140,6910,70.13,2310,226.3,226.3,226.2,226.2,1.544,0.3899,0.3866,152.8,0.3791,0.3753,280,189.8,1209.1,198.1,204.9,195.2,204.6,162.9,2.75,8.667,43.0,21.19,43.32,0.0
2017-11-01 00:32:52,3.71577,19.141,24.53,1.85,21.66,247,14862,29.258,139,6893,69.96,2310,226.6,226.6,226.5,226.5,1.545,0.3898,0.3865,152.4,0.379,0.3752,279,189.8,1209.1,195.4,201.5,193.9,202.1,162.3,2.755,8.667,43.0,21.27,43.32,0.0
2017-11-01 00:33:02,3.70307,19.234,24.53,1.85,21.66,247,14808,29.198,139,6891,69.94,2310,227.3,227.3,227.4,227.4,1.546,0.3898,0.3865,151.8,0.3791,0.3754,279,189.8,1209.5,192.8,198.7,192.5,199.6,160.7,2.747,8.667,43.0,21.37,43.32,0.0
2017-11-01 00:33:12,3.68395,19.44,24.53,1.85,21.69,248,14777,29.31,140,6910,70.14,2310,228.6,228.6,228.6,228.6,1.547,0.3899,0.3866,150.6,0.3792,0.3754,280,189.8,1209.5,190.3,196.5,190.8,197.5,159.9,2.72,8.667,43.0,21.44,43.32,0.0
2017-11-01 00:33:22,3.52972,19.599,24.53,1.85,21.66,248,14148,29.346,141,6897,70.0,2300,229.7,229.7,229.6,229.6,1.55,0.3899,0.3866,149.4,0.3791,0.3754,280,189.8,1209.7,188.0,194.4,189.1,195.6,158.4,2.712,8.667,43.0,21.54,43.32,0.0
2017-11-01 00:33:32,3.53388,19.69,24.53,1.85,21.66,248,14138,29.283,140,6880,69.84,2299,230.7,230.7,230.7,230.7,1.551,0.3898,0.3865,148.5,0.3792,0.3755,280,189.8,1210.4,186.1,192.7,187.4,194.0,156.8,2.711,8.667,43.0,21.64,43.32,0.0
2017-11-01 00:33:42,3.69775,19.666,24.53,1.85,21.66,247,14795,29.179,139,6894,69.98,2311,231.1,231.1,231.1,231.1,1.551,0.3904,0.3871,148.6,0.3797,0.3759,279,189.8,1210.7,184.7,191.3,186.1,192.5,155.3,2.706,8.667,43.0,21.7,43.32,0.0
2017-11-06 05:17:07,3.10559,17.283,24.0,2.66,22.03,237,11825,27.921,116,6558,66.56,2203,230.3,230.3,230.2,230.2,1.662,0.4062,0.3891,161.1,0.3915,0.3874,260,206.8,1178.9,205.0,217.5,199.1,210.0,157.2,3.257,10.594,43.5,10.34,43.51,1.0
2017-11-06 05:17:17,3.11911,17.151,24.0,2.67,22.03,235,11781,27.828,114,6531,66.29,2203,230.5,230.5,230.3,230.3,1.66,0.4065,0.3893,161.6,0.3921,0.3879,259,206.8,1180.5,208.3,219.6,201.1,211.9,158.6,3.291,10.594,43.5,10.44,43.51,1.0
2017-11-06 05:17:27,3.13382,17.087,24.0,2.68,22.03,234,11829,27.647,113,6504,66.02,2204,230.6,230.6,230.4,230.4,1.659,0.4069,0.3898,161.7,0.3923,0.3882,258,206.8,1181.9,212.0,221.9,203.1,214.0,160.1,3.32,10.594,43.5,10.44,43.51,1.0
2017-11-06 05:17:37,3.1257,16.907,24.0,2.69,22.03,234,11741,27.627,112,6499,65.97,2203,229.3,229.3,229.1,229.1,1.658,0.4071,0.39,163.4,0.3925,0.3883,258,206.8,1183.1,215.5,224.4,205.1,216.1,161.6,3.349,10.594,43.5,10.57,43.51,1.0
2017-11-06 05:17:47,3.10713,16.852,23.94,2.7,22.03,235,11753,27.824,114,6531,66.29,2206,228.0,228.0,227.8,227.8,1.656,0.4073,0.3901,164.8,0.3928,0.3885,259,206.8,1184.5,219.2,227.3,207.1,218.5,163.3,3.348,10.594,43.5,10.8,43.51,1.0
2017-11-06 05:17:57,3.12663,16.742,23.94,2.7,22.03,234,11726,27.658,112,6493,65.9,2205,228.0,228.0,227.8,227.8,1.655,0.4073,0.3902,164.8,0.3928,0.3885,258,206.8,1185.8,223.0,230.7,209.3,221.4,165.1,3.382,10.666,43.5,10.93,43.51,1.0
2017-11-06 05:18:07,3.12436,16.734,23.94,2.71,22.03,234,11728,27.673,112,6492,65.89,2206,228.0,228.0,227.8,227.8,1.654,0.4074,0.3903,164.8,0.3928,0.3886,258,206.8,1186.8,226.6,234.6,211.3,224.1,167.0,3.383,10.594,43.5,11.08,43.51,1.0
2017-11-06 05:18:17,3.1205,16.762,23.94,2.72,22.03,233,11665,27.549,112,6477,65.74,2205,227.9,227.9,227.8,227.8,1.652,0.4071,0.3899,164.2,0.3921,0.3876,258,206.8,1187.7,230.0,238.6,213.5,227.2,168.9,3.379,10.594,43.5,11.26,43.51,1.0
2017-11-06 05:18:27,3.11218,16.832,23.93,2.73,22.03,235,11745,27.695,114,6509,66.07,2209,228.0,228.0,227.8,227.8,1.651,0.4068,0.3897,164.4,0.3924,0.3881,259,206.8,1188.6,233.9,242.3,216.1,229.4,170.9,3.354,10.576,43.5,11.4,43.51,1.0
2017-11-06 05:18:37,3.10678,16.831,23.93,2.75,22.03,235,11718,27.655,114,6506,66.03,2208,228.5,228.5,228.3,228.3,1.65,0.4072,0.3902,164.2,0.3927,0.3885,259,206.8,1189.8,238.8,245.9,218.8,231.7,172.7,3.36,10.594,43.5,11.52,43.51,1.0
2017-11-06 05:18:47,3.12236,16.755,23.95,2.76,22.03,233,11700,27.602,112,6479,65.76,2208,229.0,229.0,228.8,228.8,1.649,0.4076,0.3906,164.4,0.3933,0.3892,258,206.8,1190.2,243.2,249.3,221.7,235.0,174.5,3.393,10.594,43.5,11.66,43.51,1.0
2017-11-06 05:18:57,3.13243,16.664,23.94,2.78,22.03,233,11705,27.463,111,6458,65.55,2207,229.4,229.4,229.1,229.1,1.648,0.4082,0.3912,164.4,0.3938,0.3896,257,206.8,1191.4,247.6,253.0,225.2,239.1,176.2,3.421,10.594,43.5,11.79,43.51,1.0
2017-11-06 05:19:07,3.19703,16.798,23.91,2.8,22.03,235,12035,27.711,113,6518,66.16,2216,229.8,229.8,229.6,229.6,1.646,0.4088,0.3918,164.6,0.3944,0.3903,259,206.8,1192.1,251.8,256.6,229.3,243.9,177.9,3.374,10.594,43.5,11.9,43.51,1.0
2017-11-06 05:19:17,3.21031,16.731,23.91,2.82,22.06,234,12093,27.577,112,6502,66.0,2217,230.2,230.2,230.0,230.0,1.644,0.4092,0.3924,164.8,0.3949,0.3907,258,206.9,1193.0,255.4,260.3,233.6,248.7,179.5,3.395,10.594,43.5,12.02,43.51,1.0
2017-11-06 05:19:27,3.20574,16.723,23.91,2.84,22.06,234,12044,27.547,112,6494,65.92,2216,230.4,230.4,230.2,230.2,1.643,0.4095,0.3928,164.6,0.395,0.3907,257,206.9,1194.0,258.0,263.8,237.9,253.2,181.1,3.402,10.594,43.5,12.15,43.51,1.0
2017-11-06 05:19:37,3.19738,16.768,23.91,2.86,22.06,235,12063,27.694,114,6526,66.24,2219,230.2,230.2,230.1,230.1,1.642,0.4097,0.3929,165.0,0.3953,0.3911,259,206.9,1194.4,259.8,267.3,242.2,257.0,182.7,3.384,10.594,43.5,12.27,43.51,1.0
2017-11-06 05:19:47,3.20181,16.691,23.87,2.88,22.1,234,12089,27.694,113,6517,66.15,2220,229.4,229.4,229.2,229.2,1.641,0.4097,0.393,165.7,0.395,0.3907,258,206.9,1194.6,260.8,270.3,245.7,260.0,184.0,3.396,10.594,43.5,12.4,43.51,1.0
2017-11-06 05:19:57,3.20941,16.537,23.87,2.9,22.1,234,12065,27.601,113,6498,65.96,2219,228.0,228.0,227.8,227.8,1.639,0.4091,0.3923,166.6,0.3945,0.3902,258,206.9,1195.4,260.7,272.7,248.3,262.5,185.6,3.423,10.594,43.5,12.54,43.51,1.0
2017-11-06 05:20:07,3.19827,16.372,23.84,2.92,22.1,233,12001,27.541,112,6489,65.87,2218,226.2,226.2,226.0,226.0,1.628,0.4088,0.3921,168.2,0.3943,0.39,258,206.9,1195.8,259.3,273.4,249.5,263.3,186.9,3.451,10.611,43.5,12.68,43.51,1.0
2017-11-06 05:20:18,3.20029,16.378,23.81,2.95,22.1,232,11950,27.387,111,6459,65.56,2215,226.5,226.5,226.3,226.3,1.626,0.4084,0.3916,167.3,0.3938,0.3895,257,206.9,1196.3,256.5,272.1,248.8,262.2,187.8,3.464,10.611,43.5,12.84,43.51,1.0
2017-11-06 05:20:28,3.20478,16.549,23.78,2.97,22.13,232,11979,27.426,111,6462,65.59,2216,228.3,228.3,228.1,228.1,1.621,0.4084,0.3915,165.5,0.3939,0.3896,257,206.9,1196.7,253.0,268.8,246.3,259.1,188.0,3.434,10.611,43.5,12.97,43.51,1.0
2017-11-06 05:20:38,3.17493,16.857,23.78,2.99,22.13,234,11952,27.608,114,6498,65.96,2218,230.1,230.1,229.9,229.9,1.618,0.4083,0.3915,163.8,0.3939,0.3896,259,206.8,1197.2,249.8,265.0,243.5,255.6,187.6,3.374,10.611,43.5,13.1,43.51,1.0
2017-11-06 05:20:48,3.15055,17.032,23.75,3.01,22.16,235,11878,27.703,114,6513,66.11,2218,231.7,231.7,231.6,231.6,1.614,0.4085,0.3917,162.4,0.3942,0.3899,260,206.8,1197.4,246.7,261.4,240.6,251.9,186.9,3.343,10.611,43.5,13.24,43.51,1.0
2017-11-06 05:20:58,3.13309,17.17,23.72,3.03,22.16,235,11839,27.773,116,6529,66.27,2219,232.8,232.8,232.6,232.6,1.611,0.4087,0.3919,161.6,0.3944,0.3903,260,206.8,1198.1,244.1,258.8,237.9,248.6,186.0,3.319,10.594,43.5,13.35,43.51,1.0
2017-11-06 05:21:08,3.12935,17.061,23.69,3.04,22.16,235,11838,27.784,115,6528,66.26,2219,232.1,232.1,232.0,232.0,1.607,0.4091,0.3923,162.4,0.3947,0.3906,260,206.8,1198.4,242.0,257.0,235.7,245.7,185.3,3.337,10.594,43.5,13.48,43.51,1.0
2017-11-06 05:21:18,3.1498,16.8,23.66,3.05,22.16,234,11834,27.552,114,6497,65.94,2217,230.8,230.8,230.6,230.6,1.612,0.4091,0.3924,163.9,0.3948,0.3905,259,206.8,1199.1,240.5,255.6,234.0,243.3,184.8,3.389,10.594,43.5,13.58,43.51,1.0
2017-11-06 05:21:28,3.14278,16.763,23.66,3.07,22.19,235,11835,27.717,114,6513,66.11,2219,229.6,229.6,229.5,229.5,1.612,0.4091,0.3924,165.0,0.3947,0.3905,260,206.9,1199.3,239.8,254.8,232.9,241.2,184.6,3.388,10.649,43.5,13.7,43.51,1.0
2017-11-06 05:21:38,3.16714,16.642,23.63,3.07,22.16,234,11876,27.614,113,6495,65.92,2219,228.9,228.9,228.7,228.7,1.614,0.4091,0.3923,165.7,0.3946,0.3902,259,206.9,1199.5,240.4,254.4,232.1,239.5,184.7,3.414,10.631,43.5,13.82,43.51,1.0
2017-11-06 05:21:48,3.14527,16.65,23.59,3.08,22.16,234,11838,27.721,115,6510,66.07,2219,228.2,228.2,228.1,228.1,1.613,0.4088,0.392,166.1,0.3943,0.39,260,206.9,1199.5,241.6,254.3,231.8,238.4,185.2,3.402,10.559,43.5,13.94,43.51,1.0
2017-11-06 05:21:58,3.14815,16.604,23.59,3.07,22.16,235,11864,27.721,115,6519,66.17,2221,227.8,227.8,227.5,227.5,1.613,0.4088,0.392,166.7,0.3945,0.3902,260,206.9,1199.8,243.4,254.5,232.3,237.8,185.9,3.404,10.559,43.5,14.05,43.51,1.0
2017-11-06 05:22:09,3.12319,16.664,23.59,3.07,22.16,236,11870,27.793,116,6537,66.35,2222,227.5,227.5,227.3,227.3,1.613,0.4086,0.3918,166.7,0.3942,0.3899,261,206.9,1200.2,245.7,255.3,233.3,237.6,186.8,3.386,10.559,43.5,14.15,43.51,1.0
2017-11-06 05:22:19,3.14448,16.678,23.56,3.07,22.16,235,11904,27.78,116,6529,66.27,2222,227.6,227.6,227.4,227.4,1.612,0.4086,0.3917,166.5,0.3941,0.3898,261,206.9,1200.4,248.2,256.5,234.8,237.7,187.8,3.389,10.559,43.5,14.27,43.51,1.0
2017-11-06 05:22:29,3.14479,16.738,23.53,3.07,22.16,235,11895,27.797,116,6533,66.31,2222,228.0,228.0,227.8,227.8,1.612,0.4083,0.3913,165.9,0.3939,0.3895,261,206.9,1200.7,251.0,258.0,236.7,238.0,189.3,3.375,10.559,43.5,14.39,43.51,1.0
2017-11-06 05:22:39,3.14951,16.601,23.53,3.07,22.16,234,11859,27.674,115,6508,66.06,2221,227.0,227.0,226.9,226.9,1.61,0.408,0.3911,166.6,0.3935,0.3891,260,206.9,1200.9,254.4,260.0,239.1,239.0,190.8,3.401,10.559,43.5,14.52,43.51,1.0
2017-11-06 05:22:49,3.13919,16.86,23.53,3.06,22.13,236,11883,27.806,117,6537,66.35,2222,228.0,228.0,227.8,227.8,1.61,0.4073,0.3902,164.8,0.3928,0.3884,262,207.0,1201.1,258.3,262.5,241.7,240.2,192.6,3.342,10.631,43.5,14.53,43.51,1.0
2017-11-06 05:22:59,3.11844,17.156,23.53,3.05,22.13,236,11811,27.881,118,6551,66.5,2222,229.9,229.9,229.8,229.8,1.609,0.4068,0.3897,162.3,0.3923,0.388,263,207.0,1200.7,261.8,265.2,244.8,241.9,194.4,3.289,10.631,43.5,14.53,43.51,1.0
2017-11-06 05:23:09,3.13259,17.127,23.53,3.04,22.13,235,11832,27.728,116,6520,66.17,2221,230.7,230.7,230.6,230.6,1.603,0.4068,0.3897,161.7,0.3925,0.3883,262,207.0,1201.3,265.2,267.9,248.4,243.8,196.5,3.308,10.649,43.5,14.65,43.51,1.0
2017-11-06 05:23:19,3.15524,16.99,23.53,3.03,22.13,234,11858,27.613,115,6497,65.95,2220,230.7,230.7,230.6,230.6,1.6,0.4073,0.3902,162.4,0.3931,0.389,260,207.0,1201.3,268.0,270.7,252.1,245.6,198.6,3.343,10.649,43.5,14.65,43.51,1.0
2017-11-06 05:23:29,3.14896,16.761,23.53,3.02,22.13,232,11753,27.439,112,6458,65.55,2216,230.4,230.4,230.3,230.3,1.598,0.408,0.391,163.4,0.3938,0.3896,258,207.0,1201.8,270.3,273.5,255.3,247.9,200.6,3.401,10.666,43.5,14.76,43.51,1.0
2017-11-06 05:23:39,3.13118,16.839,23.53,3.02,22.09,234,11789,27.578,114,6487,65.84,2219,230.0,230.0,229.9,229.9,1.596,0.4079,0.3909,163.6,0.3936,0.3893,260,207.0,1202.3,271.7,276.4,257.4,251.1,202.4,3.377,10.666,43.5,14.85,43.51,1.0
2017-11-06 05:23:49,3.11774,16.914,23.53,3.01,22.06,234,11718,27.678,116,6507,66.04,2219,229.4,229.4,229.2,229.2,1.593,0.4073,0.3902,163.4,0.3927,0.3884,261,207.0,1202.3,271.6,278.6,258.6,255.2,203.8,3.349,10.666,43.5,14.96,43.51,1.0
2017-11-06 05:23:59,3.1394,16.813,23.53,3.0,22.06,234,11784,27.572,115,6486,65.84,2219,228.9,228.9,228.8,228.8,1.592,0.4073,0.3902,163.9,0.3928,0.3886,260,207.1,1202.7,270.9,280.1,259.2,259.2,204.7,3.373,10.666,43.5,15.06,43.51,1.0
2017-11-06 05:24:09,3.11853,16.822,23.53,2.98,22.06,235,11776,27.698,116,6511,66.09,2220,228.4,228.4,228.4,228.4,1.593,0.4072,0.3901,164.3,0.3927,0.3884,262,207.1,1202.9,270.6,281.2,259.2,262.8,205.3,3.357,10.666,43.5,15.16,43.51,1.0
2017-11-06 05:24:19,3.14882,16.833,23.53,2.98,22.03,235,11878,27.671,116,6512,66.1,2222,227.9,227.9,227.8,227.8,1.59,0.4067,0.3896,164.3,0.3922,0.3879,262,207.1,1202.7,269.9,281.9,258.9,265.6,205.5,3.35,10.666,43.5,15.26,43.51,1.0
2017-11-06 05:24:29,3.16667,16.784,23.56,2.97,22.03,235,11983,27.753,117,6530,66.28,2225,226.7,226.7,226.6,226.6,1.59,0.4064,0.3892,165.2,0.392,0.3877,263,207.1,1202.9,268.9,281.9,258.3,267.4,205.5,3.347,10.666,43.5,15.35,43.51,1.0
2017-11-06 05:24:39,3.16046,16.736,23.56,2.96,22.03,235,11928,27.709,117,6519,66.17,2224,226.2,226.2,226.0,226.0,1.589,0.4062,0.389,165.5,0.3917,0.3874,262,207.1,1203.2,266.9,280.7,257.7,267.9,205.3,3.358,10.666,43.5,15.46,43.51,1.0
